Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2018,1,1,01:00,UTC,8,999.8,86,0,0,0,-2,44180,133,6.9,5.3
2018,1,1,02:00,UTC,8,999.4,90,0,0,0.1,-1.3,5230,142,6.8,5.2
2018,1,1,03:00,UTC,8,998.4,99,0.3,2,-0.4,-0.5,3020,133,6.7,5.1
2018,1,1,04:00,UTC,8,997.7,100,1.3,3,-0.3,-0.3,1170,140,6.6,4.9
2018,1,1,05:00,UTC,8,996.8,100,0.3,3,-0.3,-0.3,3100,138,6.1,4.6
2018,1,1,06:00,UTC,8,996.4,100,0,3,-0.1,-0.1,6240,140,5.2,3.9
2018,1,1,07:00,UTC,8,996.2,100,0,3,0,0,12090,137,5.1,4
2018,1,1,08:00,UTC,8,995.9,100,0,3,0.4,0.4,6410,151,4.6,3.7
2018,1,1,09:00,UTC,8,995.9,100,0,4,0.4,0.4,9840,137,4,3
2018,1,1,10:00,UTC,8,995.3,100,0,4,0.8,0.8,11990,141,4.8,3.7
2018,1,1,11:00,UTC,8,994.8,100,0,4,0.6,0.6,3040,134,3.6,3.2
2018,1,1,12:00,UTC,8,994.4,100,0,4,0.9,0.8,11170,107,4.6,2.9
2018,1,1,13:00,UTC,8,993.5,100,0,4,0.8,0.8,9580,94,4.2,3.1
2018,1,1,14:00,UTC,8,993.2,99,0,4,0.9,0.8,19690,118,5.3,3.9
2018,1,1,15:00,UTC,8,992.3,100,0,3,1,0.9,5060,113,5.6,4.3
2018,1,1,16:00,UTC,8,991.4,100,0,3,1,1,3050,130,6.4,5.1
2018,1,1,17:00,UTC,8,990.8,100,1.3,3,0.7,0.7,7930,118,5.8,4.4
2018,1,1,18:00,UTC,8,990.4,100,1,2,0.2,0.2,4220,123,4.4,3.4
2018,1,1,19:00,UTC,8,989.7,100,0,3,0.3,0.3,5500,109,3.9,3.1
2018,1,1,20:00,UTC,8,990,100,0,3,0.6,0.6,2340,105,3.4,2.5
2018,1,1,21:00,UTC,9,990.2,100,0,3,1.7,1.7,1080,160,3.5,2.5
2018,1,1,22:00,UTC,8,990.2,100,0,3,2.7,2.7,11920,198,5.8,4.4
2018,1,1,23:00,UTC,8,990.4,100,0,3,3.8,3.7,12540,207,10,6.9
2018,1,2,00:00,UTC,8,990.2,96,0,2,4,3.4,16220,196,10.7,8.2
2018,1,2,01:00,UTC,8,990.5,96,0,2,3.8,3.3,41720,193,10.9,7.8
2018,1,2,02:00,UTC,8,990.3,96,0,2,3.7,3.1,32070,190,9,6.2
2018,1,2,03:00,UTC,7,990,95,0,0,3.7,2.9,50000,185,8.9,6.3
2018,1,2,04:00,UTC,8,989.8,97,0.3,0,3.6,3.2,10560,189,12.9,8.5
2018,1,2,05:00,UTC,8,990.3,98,0,0,3,2.8,13870,210,9.2,6.7
2018,1,2,06:00,UTC,8,990.7,99,0,0,2.9,2.7,9730,214,5.8,3.8
2018,1,2,07:00,UTC,7,991.7,99,0,0,2.7,2.6,50000,230,5.9,4.3
2018,1,2,08:00,UTC,8,993.1,100,0,0,3,3,2880,237,7.4,5
2018,1,2,09:00,UTC,8,994.9,96,0,0,2.5,1.9,13630,254,11.7,7.7
2018,1,2,10:00,UTC,7,996.5,96,0,0,2.4,1.7,27990,252,11.3,6.9
2018,1,2,11:00,UTC,8,997.6,92,0,0,2.4,1.3,50000,252,8.7,5.9
2018,1,2,12:00,UTC,8,999,94,0,0,2.5,1.6,50000,246,6.5,4.8
