Year,m,d,Time,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s),area
2017,11,20,23,8.0,1006.6,99.0,0.0,5.0,-0.3,-0.5,13930.0,21.0,6.2,4.8,1
2017,11,21,0,8.0,1006.6,99.0,0.0,5.0,-0.3,-0.4,13190.0,17.0,5.6,4.3,1
2017,11,21,1,8.0,1006.4,99.0,0.0,4.0,-0.3,-0.4,9660.0,21.0,6.3,5.0,1
2017,11,21,2,8.0,1006.7,100.0,0.0,4.0,-0.2,-0.2,22280.0,15.0,5.5,4.2,1
2017,11,21,3,8.0,1006.8,100.0,0.0,5.0,-0.1,-0.1,15320.0,23.0,6.0,4.2,1
2017,11,21,4,8.0,1006.8,100.0,0.0,3.0,0.0,0.0,9820.0,27.0,4.6,3.6,1
2017,11,21,5,8.0,1006.8,100.0,0.0,2.0,0.1,0.1,10400.0,22.0,5.3,4.0,1
2017,11,21,6,8.0,1006.9,100.0,0.0,4.0,0.1,0.1,39740.0,22.0,5.7,4.4,1
2017,11,21,7,8.0,1007.1,100.0,0.0,3.0,0.2,0.2,8420.0,31.0,5.9,4.3,1
2017,11,21,8,8.0,1007.4,100.0,0.2,3.0,0.3,0.3,7690.0,45.0,5.4,3.3,1
2017,11,21,9,8.0,1007.5,100.0,0.0,3.0,0.4,0.4,21580.0,58.0,5.8,4.7,1
2017,11,21,10,8.0,1007.8,100.0,0.0,2.0,0.5,0.5,26880.0,61.0,5.6,4.2,1
2017,11,21,11,8.0,1007.7,98.0,0.0,2.0,0.6,0.4,32000.0,49.0,5.5,4.2,1
2017,11,21,12,8.0,1007.7,98.0,0.0,2.0,0.6,0.4,37030.0,49.0,5.4,4.3,1
2017,11,21,13,8.0,1007.9,99.0,0.0,2.0,0.5,0.4,17960.0,48.0,4.4,3.6,1
2017,11,21,14,8.0,1008.0,100.0,0.0,2.0,0.3,0.3,18550.0,51.0,5.8,4.5,1
2017,11,21,15,8.0,1008.2,100.0,0.0,2.0,0.2,0.2,20450.0,49.0,5.1,4.1,1
2017,11,21,16,8.0,1008.7,100.0,0.0,2.0,0.1,0.1,15300.0,59.0,5.3,4.1,1
2017,11,21,17,8.0,1008.9,100.0,0.0,2.0,0.1,0.1,18980.0,49.0,4.9,3.6,1
2017,11,21,18,8.0,1009.0,100.0,0.0,2.0,0.1,0.1,17570.0,52.0,4.9,3.7,1
2017,11,21,19,8.0,1009.3,99.0,0.0,2.0,0.2,0.0,39000.0,59.0,5.0,4.0,1
2017,11,21,20,8.0,1009.5,100.0,0.0,2.0,-0.1,-0.2,16740.0,64.0,5.2,4.0,1
2017,11,21,21,8.0,1009.9,100.0,0.0,2.0,-0.2,-0.2,10650.0,44.0,3.6,3.0,1
2017,11,21,22,8.0,1010.1,100.0,0.0,2.0,-0.1,-0.1,13500.0,50.0,3.5,2.8,1
2017,11,21,23,8.0,1010.4,100.0,0.0,2.0,-0.2,-0.2,13620.0,47.0,5.2,3.9,1
2017,11,22,0,8.0,1010.7,100.0,0.0,0.0,-0.2,-0.2,14830.0,41.0,5.4,3.9,1
2017,11,22,1,8.0,1011.0,100.0,0.0,0.0,-0.3,-0.3,8190.0,41.0,5.3,4.0,1
2017,11,22,2,8.0,1011.4,100.0,0.0,0.0,-0.3,-0.3,13960.0,36.0,4.6,3.3,1
2017,11,22,3,8.0,1011.7,99.0,0.0,0.0,-0.1,-0.3,19770.0,39.0,5.5,3.7,1
2017,11,22,4,8.0,1011.9,99.0,0.0,0.0,-0.2,-0.4,16680.0,45.0,6.6,4.4,1
2017,11,22,5,8.0,1011.9,99.0,0.0,2.0,-0.3,-0.5,24900.0,31.0,5.1,4.0,1
2017,11,22,6,8.0,1012.5,99.0,0.0,2.0,-0.2,-0.3,10380.0,50.0,6.0,4.3,1
2017,11,22,7,8.0,1013.1,99.0,0.0,0.0,0.0,-0.1,15740.0,54.0,4.6,3.3,1
2017,11,22,8,8.0,1013.2,98.0,0.0,2.0,0.2,-0.1,23660.0,57.0,4.0,3.1,1
2017,11,22,9,8.0,1013.9,98.0,0.0,2.0,0.2,0.0,29870.0,75.0,4.7,2.9,1
2017,11,22,10,8.0,1014.3,99.0,0.5,2.0,0.2,0.1,2360.0,66.0,5.8,4.8,1
2017,11,22,11,8.0,1014.4,99.0,0.0,2.0,0.4,0.2,9300.0,69.0,6.0,4.5,1
2017,11,22,12,8.0,1014.6,100.0,0.8,0.0,0.3,0.2,1300.0,64.0,5.6,4.5,1
2017,11,22,13,8.0,1015.1,99.0,0.0,0.0,0.4,0.3,10800.0,76.0,5.6,4.2,1
2017,11,22,14,8.0,1015.3,100.0,0.0,0.0,0.2,0.1,11180.0,80.0,6.3,4.7,1
2017,11,22,15,8.0,1015.8,99.0,0.0,0.0,0.2,0.1,6720.0,77.0,4.9,3.7,1
2017,11,22,16,8.0,1016.0,100.0,0.4,0.0,-0.1,-0.1,4260.0,85.0,6.9,4.1,1
2017,11,22,17,8.0,1016.2,99.0,0.0,0.0,-0.1,-0.2,48060.0,71.0,8.0,6.0,1
2017,11,22,18,8.0,1016.4,99.0,0.0,0.0,-0.1,-0.2,39430.0,77.0,6.7,4.8,1
2017,11,22,19,8.0,1016.2,100.0,0.0,0.0,-0.1,-0.1,33430.0,86.0,5.7,4.0,1
2017,11,22,20,8.0,1016.2,100.0,0.0,0.0,-0.2,-0.3,41730.0,79.0,5.5,4.4,1
2017,11,22,21,8.0,1016.5,100.0,0.0,0.0,-0.3,-0.3,18910.0,80.0,4.5,3.2,1
2017,11,22,22,8.0,1016.6,98.0,0.0,0.0,0.2,0.0,24710.0,121.0,5.3,3.8,1
2017,11,22,23,8.0,1016.8,94.0,0.0,0.0,0.1,-0.7,50000.0,140.0,7.4,5.3,1
2017,11,23,0,8.0,1016.5,94.0,0.0,0.0,0.0,-0.8,50000.0,137.0,8.0,5.7,1
2017,11,23,1,7.0,1015.9,93.0,0.0,0.0,0.0,-1.0,50000.0,118.0,8.2,5.5,1
2017,11,23,2,8.0,1015.7,93.0,0.0,0.0,0.0,-1.0,50000.0,119.0,7.3,5.5,1
2017,11,23,3,8.0,1015.1,86.0,0.0,0.0,0.5,-1.6,50000.0,144.0,10.8,7.8,1
2017,11,23,4,8.0,1014.5,81.0,0.0,0.0,0.5,-2.4,50000.0,148.0,14.3,10.0,1
2017,11,23,5,8.0,1013.9,85.0,0.0,0.0,0.1,-2.1,50000.0,148.0,12.5,9.1,1
2017,11,23,6,8.0,1013.6,85.0,0.0,0.0,0.2,-2.1,50000.0,143.0,11.6,8.7,1
2017,11,23,7,8.0,1013.4,83.0,0.0,0.0,0.3,-2.2,50000.0,141.0,14.8,10.8,1
2017,11,23,8,8.0,1013.2,86.0,0.0,0.0,0.3,-1.8,3810.0,145.0,14.7,10.6,1
2017,11,23,9,8.0,1012.7,98.0,0.8,0.0,-0.3,-0.6,640.0,145.0,12.5,9.8,1
2017,11,23,10,8.0,1011.8,98.0,1.0,3.0,-0.2,-0.5,520.0,144.0,16.1,10.6,1
2017,11,23,11,8.0,1011.2,97.0,0.2,4.0,-0.1,-0.5,1460.0,146.0,14.9,10.9,1
2017,11,23,12,8.0,1010.6,98.0,0.5,6.0,0.0,-0.2,2050.0,152.0,14.3,9.8,1
2017,11,23,13,8.0,1010.1,95.0,0.0,6.0,0.9,0.2,7590.0,158.0,14.1,9.1,1
2017,11,23,14,8.0,1009.5,96.0,0.0,6.0,1.0,0.3,6850.0,157.0,13.0,9.3,1
2017,11,23,15,8.0,1009.1,93.0,0.0,6.0,1.2,0.2,44520.0,153.0,12.6,9.3,1
2017,11,23,16,8.0,1008.4,93.0,0.0,6.0,1.4,0.4,37520.0,152.0,11.6,7.9,1
2017,11,23,17,8.0,1008.6,93.0,0.0,5.0,1.6,0.6,46560.0,161.0,10.7,8.1,1
2017,11,23,18,8.0,1008.2,94.0,0.0,5.0,1.7,0.8,36010.0,160.0,11.0,7.7,1
2017,11,23,19,8.0,1008.0,95.0,0.0,4.0,1.8,1.1,23480.0,158.0,10.1,7.1,1
2017,11,23,20,8.0,1007.5,95.0,0.0,4.0,2.0,1.2,28670.0,160.0,10.1,7.3,1
2017,11,23,21,8.0,1007.1,96.0,0.0,4.0,1.9,1.3,21080.0,162.0,10.9,8.2,1
2017,11,23,22,8.0,1006.7,96.0,0.0,4.0,2.1,1.6,17790.0,169.0,10.5,7.8,1
2017,11,23,23,8.0,1006.7,96.0,0.0,3.0,2.4,1.8,22350.0,175.0,11.2,7.5,1
2017,11,24,0,8.0,1005.9,97.0,0.0,3.0,2.6,2.2,15970.0,165.0,10.1,7.0,1
2017,11,24,1,8.0,1005.7,98.0,0.0,0.0,3.1,2.7,8650.0,175.0,10.1,7.7,1
2017,11,24,2,8.0,1005.3,100.0,0.5,0.0,3.4,3.3,2800.0,172.0,10.5,7.3,1
2017,11,24,3,8.0,1005.3,100.0,0.6,0.0,3.6,3.6,2450.0,176.0,10.9,8.1,1
2017,11,24,4,8.0,1004.9,100.0,1.0,0.0,3.9,3.9,2730.0,168.0,9.3,7.2,1
2017,11,24,5,8.0,1005.0,100.0,0.0,0.0,4.3,4.3,3720.0,169.0,9.8,6.4,1
2017,11,24,6,8.0,1005.2,99.0,0.5,0.0,4.9,4.8,3810.0,176.0,10.5,7.0,1
2017,11,24,7,8.0,1005.4,100.0,0.4,0.0,5.0,5.0,2250.0,179.0,9.3,5.8,1
2017,11,24,8,8.0,1005.7,100.0,0.2,0.0,5.2,5.2,2260.0,179.0,8.4,5.5,1
2017,11,24,9,8.0,1005.9,100.0,0.0,0.0,5.7,5.7,2570.0,185.0,9.3,6.7,1
2017,11,24,10,8.0,1006.3,100.0,0.3,0.0,5.8,5.8,1680.0,193.0,9.1,6.7,1
2017,11,24,11,8.0,1006.2,100.0,0.0,0.0,6.1,6.1,2180.0,189.0,8.6,5.6,1
2017,11,24,12,8.0,1006.6,100.0,0.0,0.0,6.6,6.6,7120.0,202.0,7.6,6.0,1
2017,11,24,13,8.0,1006.7,96.0,0.0,0.0,6.7,6.2,11080.0,187.0,6.6,4.7,1
2017,11,24,14,8.0,1007.1,96.0,0.0,0.0,6.8,6.2,12640.0,204.0,7.3,5.2,1
2017,11,24,15,8.0,1007.2,96.0,0.0,0.0,6.7,6.1,15420.0,204.0,8.0,6.1,1
2017,11,24,16,7.0,1007.3,97.0,0.0,0.0,6.5,6.0,13930.0,194.0,7.2,5.4,1
2017,11,24,17,7.0,1006.9,96.0,0.0,0.0,6.5,5.9,17540.0,191.0,7.1,5.2,1
2017,11,24,18,7.0,1007.2,95.0,0.0,0.0,6.5,5.8,18220.0,196.0,7.7,6.2,1
2017,11,24,19,8.0,1007.4,95.0,0.0,0.0,6.5,5.7,17090.0,200.0,6.8,5.0,1
2017,11,24,20,8.0,1006.5,98.0,1.7,0.0,6.1,5.8,7570.0,186.0,5.6,4.2,1
2017,11,24,21,8.0,1006.1,98.0,3.1,0.0,5.9,5.7,6260.0,170.0,6.5,4.7,1
2017,11,24,22,8.0,1006.0,97.0,0.2,0.0,5.4,5.0,8530.0,193.0,6.1,4.5,1
2017,11,24,23,8.0,1005.8,96.0,0.6,0.0,4.7,4.2,7810.0,191.0,8.0,5.9,1
2017,11,25,0,8.0,1005.7,96.0,0.0,0.0,3.9,3.3,17580.0,180.0,6.2,4.5,1
2017,11,25,1,8.0,1005.5,99.0,0.2,0.0,3.5,3.3,6810.0,165.0,5.4,4.1,1
2017,11,25,2,8.0,1005.4,99.0,0.2,0.0,3.1,3.0,13860.0,177.0,3.8,2.6,1
2017,11,25,3,8.0,1005.0,100.0,0.0,0.0,3.2,3.1,10710.0,192.0,3.2,2.4,1
2017,11,25,4,8.0,1004.8,99.0,0.4,0.0,3.3,3.1,21220.0,193.0,4.0,2.9,1
2017,11,25,5,8.0,1004.9,99.0,0.5,0.0,3.1,3.1,25090.0,254.0,3.9,3.0,1
2017,11,25,6,7.0,1005.5,100.0,0.0,0.0,2.7,2.7,17860.0,252.0,2.2,1.5,1
2017,11,25,7,7.0,1005.9,100.0,0.0,0.0,2.0,2.0,8890.0,241.0,2.7,2.5,1
2017,11,25,8,7.0,1006.4,100.0,0.0,0.0,2.2,2.2,34490.0,215.0,3.2,2.8,1
2017,11,25,9,8.0,1006.9,100.0,0.0,0.0,3.2,3.2,50000.0,226.0,3.5,2.6,1
2017,11,25,10,8.0,1007.4,99.0,0.0,0.0,3.7,3.6,50000.0,215.0,3.2,2.5,1
2017,11,25,11,7.0,1008.1,95.0,0.0,0.0,3.8,3.0,33310.0,215.0,3.6,2.7,1
2017,11,25,12,1.0,1008.5,89.0,0.0,0.0,3.9,2.3,50000.0,220.0,3.7,2.9,1
2017,11,25,13,0.0,1008.9,93.0,0.0,0.0,2.9,1.9,50000.0,206.0,4.9,4.1,1
2017,11,25,14,0.0,1009.2,96.0,0.0,0.0,1.8,1.1,50000.0,194.0,3.2,2.5,1
2017,11,25,15,0.0,1009.3,96.0,0.0,0.0,1.7,1.2,38920.0,208.0,2.9,2.4,1
2017,11,25,16,0.0,1009.9,95.0,0.0,0.0,1.3,0.6,50000.0,230.0,3.1,1.2,1
2017,11,25,17,0.0,1010.3,100.0,0.0,0.0,-0.1,-0.1,11290.0,139.0,2.8,2.3,1
2017,11,25,18,5.0,1010.2,100.0,0.0,0.0,0.1,0.1,12270.0,147.0,3.6,2.5,1
2017,11,25,19,7.0,1010.2,99.0,0.0,0.0,1.2,1.1,19200.0,140.0,3.6,3.0,1
2017,11,25,20,5.0,1010.5,96.0,0.0,0.0,2.5,2.0,34960.0,159.0,3.2,2.6,1
2017,11,25,21,6.0,1009.7,100.0,0.0,0.0,1.6,1.6,7770.0,135.0,2.6,2.0,1
2017,11,25,22,8.0,1009.0,100.0,0.0,0.0,1.6,1.6,4030.0,70.0,3.2,2.4,1
2017,11,25,23,8.0,1008.3,100.0,0.0,0.0,1.7,1.7,6300.0,69.0,3.4,3.0,1
2017,11,26,0,9.0,1007.8,100.0,0.0,0.0,1.4,1.4,540.0,69.0,3.9,3.4,1
2017,11,26,1,8.0,1006.5,100.0,0.5,0.0,1.5,1.5,1270.0,61.0,4.2,3.6,1
2017,11,26,2,8.0,1005.7,100.0,0.2,0.0,1.8,1.8,8610.0,61.0,3.9,3.5,1
2017,11,26,3,8.0,1004.6,100.0,1.7,0.0,1.7,1.7,4570.0,57.0,3.9,3.0,1
2017,11,26,4,8.0,1003.7,100.0,2.0,0.0,0.8,0.8,2880.0,35.0,4.2,2.6,1
2017,11,26,5,8.0,1002.4,100.0,2.0,0.0,0.2,0.2,1030.0,23.0,5.5,3.8,1
2017,11,26,6,7.0,1001.6,100.0,0.4,0.0,0.3,0.3,5920.0,24.0,7.0,4.8,1
2017,11,26,7,8.0,1001.2,100.0,0.0,0.0,0.4,0.4,10700.0,14.0,6.6,4.7,1
2017,11,26,8,8.0,1001.1,100.0,0.5,0.0,0.4,0.4,4750.0,8.0,5.5,4.0,1
2017,11,26,9,8.0,1001.3,100.0,0.0,2.0,0.4,0.4,22700.0,341.0,5.1,4.0,1
2017,11,26,10,8.0,1001.9,100.0,0.5,2.0,0.4,0.4,2410.0,306.0,5.1,4.0,1
2017,11,26,11,7.0,1002.9,100.0,0.0,2.0,0.7,0.7,14950.0,287.0,5.7,4.5,1
2017,11,26,12,8.0,1004.1,99.0,0.0,2.0,1.0,0.8,11300.0,276.0,7.7,5.8,1
2017,11,26,13,7.0,1005.1,99.0,0.0,3.0,1.0,0.8,50000.0,280.0,6.0,4.3,1
2017,11,26,14,7.0,1006.6,99.0,0.0,2.0,0.8,0.7,50000.0,268.0,4.5,3.2,1
2017,11,26,15,7.0,1007.6,100.0,0.0,2.0,0.4,0.4,50000.0,235.0,3.3,2.7,1
2017,11,26,16,7.0,1008.3,100.0,0.0,2.0,0.7,0.7,15440.0,225.0,3.7,2.0,1
2017,11,26,17,7.0,1009.0,100.0,0.2,3.0,0.7,0.7,9160.0,211.0,3.0,2.1,1
2017,11,26,18,7.0,1009.3,100.0,0.0,3.0,1.4,1.4,19330.0,206.0,3.6,2.7,1
2017,11,26,19,7.0,1009.9,99.0,0.0,3.0,1.9,1.8,35750.0,217.0,5.8,4.6,1
2017,11,26,20,6.0,1010.3,97.0,0.0,3.0,1.2,0.7,50000.0,204.0,4.6,3.5,1
2017,11,26,21,7.0,1010.5,96.0,0.0,3.0,1.7,1.2,48550.0,194.0,8.0,5.6,1
2017,11,26,22,5.0,1010.7,98.0,0.0,3.0,1.4,1.2,49350.0,193.0,5.0,3.9,1
2017,11,26,23,7.0,1010.8,97.0,1.1,3.0,1.9,1.5,5300.0,168.0,4.7,3.4,1
2017,11,27,0,7.0,1010.7,99.0,0.0,3.0,2.6,2.5,44440.0,161.0,4.4,2.7,1
2017,11,27,1,8.0,1010.7,97.0,0.0,2.0,2.8,2.3,50000.0,191.0,6.1,4.6,1
2017,11,27,2,7.0,1010.8,94.0,0.0,2.0,3.0,2.2,50000.0,183.0,8.1,5.5,1
2017,11,27,3,8.0,1010.7,93.0,0.0,2.0,3.2,2.2,50000.0,183.0,7.6,5.3,1
2017,11,27,4,8.0,1010.7,93.0,0.0,2.0,3.4,2.4,50000.0,174.0,8.9,5.8,1
2017,11,27,5,8.0,1010.4,93.0,0.0,0.0,3.3,2.3,31760.0,175.0,10.0,6.8,1
2017,11,27,6,8.0,1010.4,91.0,0.0,0.0,3.6,2.4,34800.0,181.0,11.2,7.5,1
2017,11,27,7,8.0,1010.6,92.0,0.0,0.0,3.6,2.3,49790.0,183.0,12.7,7.9,1
2017,11,27,8,8.0,1010.7,93.0,0.0,0.0,3.6,2.5,45420.0,182.0,11.0,7.4,1
2017,11,27,9,8.0,1010.8,92.0,0.0,0.0,3.6,2.5,50000.0,193.0,12.7,8.8,1
2017,11,27,10,8.0,1010.4,92.0,0.0,0.0,3.9,2.7,18570.0,179.0,10.7,6.7,1
2017,11,27,11,8.0,1010.1,91.0,0.0,0.0,3.9,2.5,44050.0,180.0,10.6,6.7,1
2017,11,27,12,8.0,1009.9,90.0,0.0,0.0,3.8,2.3,45530.0,183.0,11.0,7.5,1
2017,11,27,13,8.0,1009.5,89.0,0.0,0.0,4.0,2.2,50000.0,179.0,10.2,6.8,1
2017,11,27,14,8.0,1009.2,89.0,0.0,0.0,3.9,2.2,50000.0,178.0,10.8,7.2,1
2017,11,27,15,8.0,1009.2,90.0,0.0,0.0,3.8,2.3,50000.0,178.0,10.8,6.8,1
2017,11,27,16,8.0,1008.8,90.0,0.0,0.0,3.7,2.1,44370.0,172.0,10.3,6.8,1
2017,11,27,17,8.0,1008.5,94.0,0.7,0.0,3.2,2.4,10320.0,172.0,11.0,7.8,1
2017,11,27,18,8.0,1008.4,94.0,0.0,0.0,3.5,2.6,26010.0,182.0,11.0,7.4,1
2017,11,27,19,8.0,1008.3,95.0,0.5,0.0,3.6,2.9,15070.0,184.0,12.9,8.4,1
2017,11,27,20,8.0,1008.4,95.0,0.6,0.0,3.8,3.0,19130.0,185.0,13.7,8.5,1
2017,11,27,21,8.0,1008.4,96.0,0.5,0.0,3.9,3.4,12180.0,191.0,15.0,8.2,1
2017,11,27,22,8.0,1008.5,97.0,1.7,0.0,4.0,3.5,8050.0,195.0,11.6,8.7,1
2017,11,27,23,8.0,1008.5,97.0,0.5,0.0,4.3,3.8,16990.0,194.0,11.7,7.8,1
2017,11,28,0,8.0,1008.9,97.0,0.0,0.0,4.4,3.9,11510.0,196.0,12.0,8.3,1
2017,11,28,1,8.0,1009.2,98.0,0.8,0.0,4.4,4.0,17630.0,201.0,9.6,6.6,1
2017,11,28,2,8.0,1009.4,98.0,0.0,0.0,4.5,4.1,24140.0,200.0,10.0,6.3,1
2017,11,28,3,8.0,1009.5,97.0,0.4,0.0,4.2,3.7,12960.0,207.0,8.0,6.0,1
2017,11,28,4,7.0,1009.7,97.0,0.0,0.0,4.1,3.6,11140.0,202.0,7.6,5.7,1
2017,11,28,5,8.0,1009.9,96.0,0.5,0.0,4.2,3.6,21070.0,192.0,9.3,6.1,1
2017,11,28,6,8.0,1010.3,92.0,0.3,0.0,3.9,2.8,16320.0,192.0,10.1,6.4,1
2017,11,28,7,8.0,1010.6,90.0,0.0,0.0,3.8,2.3,44890.0,178.0,9.4,6.8,1
2017,11,28,8,8.0,1011.1,88.0,0.0,0.0,3.6,1.8,47830.0,170.0,9.1,5.8,1
2017,11,28,9,8.0,1011.1,85.0,0.0,0.0,3.2,0.9,37250.0,159.0,9.2,5.7,1
2017,11,28,10,8.0,1010.9,81.0,0.0,0.0,3.1,0.2,37930.0,159.0,8.5,6.3,1
2017,11,28,11,8.0,1010.6,79.0,0.0,0.0,3.0,-0.3,44370.0,160.0,9.4,6.4,1
2017,11,28,12,8.0,1010.3,79.0,0.0,0.0,2.9,-0.3,42510.0,157.0,9.6,6.7,1
2017,11,28,13,8.0,1010.0,81.0,0.0,0.0,2.8,-0.2,33260.0,152.0,8.7,6.0,1
2017,11,28,14,8.0,1009.8,90.0,0.7,0.0,1.8,0.4,7830.0,157.0,9.9,7.1,1
2017,11,28,15,8.0,1009.5,94.0,1.0,0.0,1.3,0.4,4750.0,152.0,8.8,6.5,1
2017,11,28,16,8.0,1009.3,99.0,1.2,0.0,0.4,0.3,2010.0,151.0,8.0,6.2,1
2017,11,28,17,8.0,1009.0,99.0,0.0,2.0,0.9,0.7,9880.0,143.0,8.8,6.6,1
2017,11,28,18,8.0,1008.7,94.0,0.5,2.0,1.4,0.6,27070.0,152.0,8.4,5.8,1
2017,11,28,19,8.0,1008.7,89.0,0.0,2.0,1.8,0.1,15770.0,159.0,8.8,6.5,1
2017,11,28,20,8.0,1008.8,86.0,0.0,2.0,2.1,0.0,50000.0,165.0,8.4,5.0,1
2017,11,28,21,8.0,1008.7,85.0,0.0,0.0,2.2,-0.1,50000.0,168.0,7.4,5.3,1
2017,11,28,22,8.0,1008.6,84.0,0.0,0.0,2.2,-0.2,50000.0,157.0,8.0,6.0,1
2017,11,28,23,8.0,1008.6,96.0,0.0,0.0,1.1,0.6,7800.0,151.0,6.5,4.6,1
2017,11,29,0,8.0,1008.4,97.0,0.0,0.0,1.0,0.6,8720.0,150.0,6.2,4.6,1
2017,11,29,1,8.0,1008.3,98.0,0.3,0.0,0.7,0.4,6480.0,154.0,7.3,5.3,1
2017,11,29,2,8.0,1007.8,99.0,0.2,0.0,0.4,0.3,2910.0,153.0,6.6,4.7,1
2017,11,29,3,8.0,1007.4,99.0,0.8,0.0,0.4,0.3,3000.0,159.0,6.1,4.6,1
2017,11,29,4,8.0,1007.3,100.0,0.4,0.0,0.4,0.3,3320.0,162.0,5.9,4.3,1
2017,11,29,5,8.0,1007.0,99.0,0.8,2.0,0.5,0.4,4320.0,164.0,5.6,4.2,1
2017,11,29,6,8.0,1006.9,99.0,0.3,2.0,0.9,0.6,10600.0,172.0,5.7,3.6,1
2017,11,29,7,8.0,1007.1,97.0,0.4,2.0,0.9,0.5,9430.0,171.0,6.5,4.7,1
2017,11,29,8,8.0,1007.3,96.0,0.5,2.0,1.1,0.5,13820.0,172.0,6.4,4.6,1
2017,11,29,9,8.0,1007.5,96.0,0.4,2.0,1.4,0.8,21610.0,178.0,7.6,5.1,1
2017,11,29,10,8.0,1007.7,97.0,0.0,2.0,1.6,1.2,13540.0,179.0,5.2,3.8,1
2017,11,29,11,8.0,1007.5,97.0,0.0,0.0,1.9,1.5,10040.0,184.0,5.7,4.1,1
2017,11,29,12,8.0,1007.5,98.0,0.0,0.0,2.2,2.0,9190.0,179.0,5.9,4.2,1
2017,11,29,13,8.0,1007.8,99.0,0.0,0.0,2.6,2.5,5630.0,194.0,6.9,5.0,1
2017,11,29,14,8.0,1008.0,100.0,0.0,0.0,2.7,2.7,4490.0,188.0,4.6,3.7,1
2017,11,29,15,8.0,1008.2,98.0,0.0,0.0,3.2,2.9,9080.0,175.0,4.7,3.5,1
2017,11,29,16,8.0,1008.4,96.0,0.0,0.0,3.0,2.4,9820.0,182.0,5.8,4.4,1
2017,11,29,17,8.0,1008.5,94.0,0.0,0.0,2.9,2.1,10710.0,175.0,5.8,4.4,1
2017,11,29,18,8.0,1008.9,93.0,0.0,0.0,2.7,1.7,12440.0,163.0,6.7,4.8,1
2017,11,29,19,8.0,1008.9,92.0,0.0,0.0,2.5,1.4,13530.0,162.0,6.5,4.6,1
2017,11,29,20,8.0,1009.0,92.0,0.0,0.0,2.4,1.2,13600.0,155.0,5.7,3.8,1
2017,11,29,21,8.0,1009.2,92.0,0.0,0.0,2.4,1.2,13620.0,150.0,6.6,4.7,1
2017,11,29,22,8.0,1009.3,91.0,0.0,0.0,2.5,1.2,17760.0,154.0,6.5,4.6,1
2017,11,29,23,8.0,1009.0,92.0,0.0,0.0,2.7,1.5,16300.0,157.0,5.8,4.0,1
2017,11,30,0,8.0,1008.9,92.0,0.0,0.0,2.6,1.3,19050.0,142.0,5.3,4.5,1
2017,11,30,1,8.0,1008.9,94.0,0.0,0.0,2.4,1.5,15770.0,135.0,4.8,4.0,1
2017,11,30,2,8.0,1008.7,92.0,0.0,0.0,2.5,1.3,19510.0,127.0,4.7,3.5,1
2017,11,30,3,8.0,1008.6,92.0,0.0,0.0,2.6,1.4,13830.0,150.0,6.2,4.4,1
2017,11,30,4,8.0,1008.6,98.0,0.4,0.0,2.2,1.9,10930.0,139.0,5.6,4.5,1
2017,11,30,5,8.0,1008.5,99.0,0.4,0.0,2.1,2.0,11330.0,131.0,4.9,3.5,1
2017,11,30,6,8.0,1008.7,99.0,0.0,0.0,2.1,1.9,10570.0,122.0,3.7,2.8,1
2017,11,30,7,8.0,1009.1,99.0,0.5,0.0,2.0,1.9,9620.0,108.0,3.1,2.4,1
2017,11,30,8,8.0,1009.6,99.0,0.2,0.0,1.7,1.5,13980.0,99.0,4.3,3.2,1
2017,11,30,9,8.0,1009.9,100.0,0.3,0.0,1.5,1.4,10640.0,82.0,3.7,2.5,1
2017,11,30,10,8.0,1010.2,100.0,0.2,0.0,1.3,1.2,9600.0,87.0,4.0,2.8,1
2017,11,30,11,8.0,1010.6,100.0,0.4,0.0,1.6,1.6,10650.0,93.0,3.4,2.3,1
2017,11,30,12,8.0,1011.0,100.0,0.0,0.0,1.9,1.9,20880.0,86.0,3.1,2.0,1
2017,11,30,13,8.0,1011.3,100.0,0.0,0.0,1.9,1.9,15120.0,90.0,3.2,2.3,1
2017,11,30,14,8.0,1011.9,100.0,0.0,0.0,1.6,1.6,18180.0,89.0,3.8,2.5,1
2017,11,30,15,8.0,1012.5,100.0,0.0,0.0,1.9,1.9,14440.0,110.0,2.8,2.0,1
2017,11,30,16,7.0,1013.1,99.0,0.0,0.0,1.5,1.4,24400.0,92.0,3.2,2.0,1
2017,11,30,17,8.0,1013.7,99.0,0.0,0.0,1.6,1.4,12770.0,125.0,3.6,2.5,1
2017,11,30,18,8.0,1013.7,100.0,0.4,0.0,1.5,1.4,9940.0,95.0,2.8,2.0,1
2017,11,30,19,8.0,1014.4,100.0,0.0,0.0,1.4,1.4,14740.0,81.0,4.4,3.1,1
2017,11,30,20,8.0,1014.7,98.0,0.0,0.0,1.4,1.1,35200.0,99.0,4.1,2.7,1
2017,11,30,21,8.0,1015.0,98.0,0.0,0.0,1.3,1.0,25830.0,86.0,4.2,3.2,1
2017,11,30,22,8.0,1014.9,98.0,0.0,0.0,1.0,0.8,20270.0,66.0,4.1,3.3,1
2017,11,30,23,8.0,1014.4,99.0,0.0,0.0,0.9,0.8,13090.0,58.0,5.8,4.7,1
2017,12,1,0,8.0,1014.0,99.0,0.0,0.0,1.0,0.8,13440.0,55.0,5.8,4.3,1
